,title,author,date,category,line
62,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,And all again was darkness Such a dream
63,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,As this in which I may be walking now
64,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Dispensing solemn justice to you shadows
65,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Who make believe to listen but anon
66,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Kings princes captains warriors plume and steel
67,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Ay even with all your airy theatre
68,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,May flit into the air you seem to rend
69,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,With acclamations leaving me to wake
70,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,In the dark tower or dreaming that I wake
71,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,From this that waking is or this and that
72,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Both waking and both dreaming such a doubt
73,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Confounds and clouds our mortal life about
74,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,But whether wake or dreaming this I know
75,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,How dreamwise human glories come and go
76,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Whose momentary tenure not to break
77,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Walking as one who knows he soon may wake
78,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,So fairly carry the full cup so well
79,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Disordered insolence and passion quell
80,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,That there be nothing after to upbraid
81,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Dreamer or doer in the part he played
82,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Whether tomorrows dawn shall break the spell
83,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,Or the last trumpet of the Eternal Day
84,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,"When dreaming with the night shall pass away
                    "
85,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,ARTH is
86,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,rocking in space
87,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,And the thunders crash up with a roar upon roar
88,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,And the eddying lightnings flash fire in my face
89,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,And the whirlwinds are whirling the dust round and round
90,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,And the blasts of the winds universal leap free
91,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,And blow each other upon each with a passion of sound
92,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,And æther goes mingling in storm with the sea
93,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,Such a curse on my head in a manifest dread
94,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,From the hand of your Zeus has been hurtled along
95,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,O my mothers fair glory O Æther enringing
96,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,All eyes with the sweet common light of thy bringing
97,"PROMETHEUS AMID HURRICANE AND EARTHQUAKE (from ""Prometheus Bound"")",Aeschylus,525,Dramatic Poems,"Dost see how I suffer this wrong
                    "
98,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,OW long
99,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,and long from wintry Strymon blew
100,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The weary hungry anchorstraining blasts
101,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The winds that wandering seamen dearly rue
102,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Nor spared the cables worn and groaning masts
103,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,And lingering on in indolent delay
104,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Slow wasted all the strength of Greece away
105,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,But when the shrillvoiced prophet gan proclaim
106,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,That remedy more dismal and more dread
107,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Than the drear weather blackening overhead
108,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,And spoke in Artemis most awful name
109,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The sons of Atreus mid their armed peers
110,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Their sceptres dashed to earth and each broke out in tears
111,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,And thus the elder king began to say
112,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Dire doom to disobey the gods commands
113,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,More dire my child mine houses pride to slay
114,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Dabbling in virgin blood a fathers hands
115,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Alas alas which way to fly
116,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,As base deserter quit the host
117,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The pride and strength of our great league all lost
118,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Should I the stormappeasing rite deny
119,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Will not their wrathfullest wrath rage up and swell
120,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Exact the virgins bloodoh would t were oer and well
121,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,So neath Necessitys stern yoke he passed
122,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,And his lost soul with impious impulse veering
123,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Surrendered to the accursed unholy blast
124,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Warped to the dire extreme of human daring
125,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The frenzy of affliction still
126,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Maddens dire counselor mans soul to ill
127,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,So he endured to be the priest
128,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,In that childslaughtering rite unblest
129,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The first full offering of that host
130,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,In fatal war for a bad woman lost
131,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The prayers the mute appeal to her hard sire
132,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Her youth her virgin beauty
133,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Naught heeded they the chiefs for war on fire
134,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,So to the ministers of that dire duty
135,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,First having prayed the father gave the sign
136,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Like some soft kid to lift her to the shrine
137,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,There lay she prone
138,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Her graceful garments round her thrown
139,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,But first her beauteous mouth around
140,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Their violent bonds they wound
141,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,With their rude inarticulate might
142,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Lest her dread curse the fatal house should smite
143,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,But she her saffron robe to earth let fall
144,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The shaft of pity from her eye
145,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Transpierced that awful priesthoodone and all
146,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Lovely as in a picture stood she by
147,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,As she would speak Thus at her fathers feasts
148,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The virgin mid the reveling guests
149,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Was wont with her chaste voice to supplicate
150,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,For her dear father an auspicious fate
151,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,I saw no more to speak more is not mine
152,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Not unfulfilled was Calchas lore divine
153,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Eternal justice still will bring
154,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Wisdom out of suffering
155,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,So to the fond desire farewell
156,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,The inevitable future to foretell
157,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Tis but our woe to antedate
158,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Joint knit with joint expands the fullformed fate
159,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Yet at the end of these dark days
160,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,May prospering weal return at length
161,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,Thus in his spirit prays
162,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,"He of the Apian land the sole remaining strength
                    "
163,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,P and lead
164,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,the dance of Fate
165,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Lift the song that mortals hate
166,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Tell what rights are ours on earth
167,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Over all of human birth
168,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Swift of foot to avenge are we
169,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,He whose hands are clean and pure
170,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Naught our wrath to dread hath he
171,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Calm his cloudless days endure
172,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,But the man that seeks to hide
173,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Like him 1 his gorebedewèd
174,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,hands
175,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Witnesses to them that died
176,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,The blood avengers at his side
177,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,The Furies troop forever stands
178,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Oer our victim come begin
179,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Come the incantation sing
180,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Frantic all and maddening
181,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,To the heart a brand of fire
182,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,The Furies hymn
183,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,That which claims the senses dim
184,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Tuneless to the gentle lyre
185,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Withering the soul within
186,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,The pride of all of human birth
187,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,All glorious in the eye of day
188,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Dishonored slowly melts away
189,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Trod down and trampled to the earth
190,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Wheneer our darkstoled troop advances
191,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Wheneer our feet lead on the dismal dances
192,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,For light our footsteps are
193,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,And perfect is our might
194,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Awful remembrances of guilt and crime
195,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Implacable to mortal prayer
196,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Far from the gods unhonored and heavens light
197,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,We hold our voiceless dwellings dread
198,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,All unapproached by living or by dead
199,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,What mortal feels not awe
200,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Nor trembles at our name
201,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Hearing our fateappointed power sublime
202,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Fixed by the eternal law
203,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,For old our office and our fame
204,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,Might never yet of its due honors fail
205,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,"Though neath the earth our realm in unsunned regions pale
                    "
206,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Historical Poems,"F Nelson and the north
																					Sing the glorious days renown
																					When to battle fierce came forth
																					All the might of Denmarks crown
																					And her arms along the deep proudly shone
																					By each gun the lighted brand
																					In a bold determined hand
																					And the prince of all the land
																					Led them on
																					
Like leviathans afloat
																					Lay their bulwarks on the brine
																					While the sign of battle flew
																					On the lofty British line
																					It was ten of April morn by the chime
																					As they drifted on their path
																					There was silence deep as death
																					And the boldest held his breath
																					For a time
																					
But the might of England flushed
																					To anticipate the scene
																					And her van the fleeter rushed
																					Oer the deadly space between
																					Hearts of oak our captain cried when each gun
																					From its adamantine lips
																					Spread a deathshade round the ships
																					Like the hurricane eclipse
																					Of the sun
																					
Again again again
																					And the havoc did not slack
																					Till a feeble cheer the Dane
																					To our cheering sent us back
																					Their shots along the deep slowly boom
																					Then ceased  and all is wail
																					As they strike the shattered sail
																					Or in conflagration pale
																					Light the gloom
																					
Out spoke the victor then
																					As he hailed them oer the wave
																					Ye are brothers ye are men
																					And we conquer but to save
																					So peace instead of death let us bring
																					But yield proud foe thy fleet
																					With the crews at Englands feet
																					And make submission meet
																					To our king
																					
Then Denmark blessed our chief
																					That he gave her wounds repose
																					And the sounds of joy and grief
																					From her people wildly rose
																					As death withdrew his shades from the day
																					While the sun looked smiling bright
																					Oer a wide and woeful sight
																					Where the fires of funeral light
																					Died away
																					
Now joy old England raise
																					For the tidings of thy might
																					By the festal cities blaze
																					Whilst the winecup shines in light
																					And yet amidst that joy and uproar
																					Let us think of them that sleep
																					Full many a fathom deep
																					By the wild and stormy steep
																					Elsinore
																					
Brave hearts to Britains pride
																					Once so faithful and so true
																					On the deck of fame that died
																					With the gallant good Riou 
																					Soft sigh the winds of heaven oer their grave
																					While the billow mournful rolls
																					And the mermaids song condoles
																					Singing glory to the souls
																					Of the brave
																				"
