,title,author,date,category,word,count
4610,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,shore,7
5392,PALINODE,Thomas Bailey Aldrich                    (1836-1906),1836,Poems for Weddings,you,7
5766,"LALILA, TO THE FERENGI LOVER",Laurence Hope,1865,Poems on Children,your,7
7932,TO A LADY WHO SPOKE SLIGHTINGLY OF POETS,Washington Allston (1779-1843),1779,Poems on Poetry,can,7
6791,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,this,7
4036,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,solway,7
6086,"AND THOU ART DEAD, AS YOUNG AND FAIR",George Gordon (Lord)                    Byron (1788-1824),1788,Poems on Death,nor,7
2519,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,Guy Wetmore Carryl                    (1873-1904),1832,Humorous Poems,you,7
1253,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,before,7
1203,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,when,7
3034,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,young,7
2825,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,thy,7
8889,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,victory,7
3041,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,upon,7
3149,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,will,6
4667,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,myself,6
1231,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,work,6
4972,BESSIE'S SONG TO HER DOLL,Lewis Carroll (1832-1898),1832,Poems on Children,matilda,6
3153,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,your,6
3113,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,ive,6
4649,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,waves,6
1834,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,day,6
5161,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,said,6
4666,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,spread,6
5160,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,you,6
5047,FATHER WILLIAM,Lewis Carroll (1832-1898),1832,Poems on Children,youth,6
4675,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,face,6
3012,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,alice,6
5033,FATHER WILLIAM,Lewis Carroll (1832-1898),1832,Poems on Children,your,6
4701,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,ever,6
5913,OUR LITTLE GHOST,Louisa May Alcott (1832-1888),1832,Poems on Children,ghost,6
1982,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,you,6
1856,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,their,6
1864,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,honest,6
4959,BESSIE'S SONG TO HER DOLL,Lewis Carroll (1832-1898),1832,Poems on Children,jane,6
8850,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,little,6
3050,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,you,6
6767,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,none,6
3836,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,then,6
6722,CHANCE MEETINGS,Conrad Aiken (1889-1973),1889,Poems on Loneliness,you,6
1180,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,men,6
6193,"AND THOU ART DEAD, AS YOUNG AND FAIR",George Gordon (Lord)                    Byron (1788-1824),1788,Poems on Death,thy,6
6757,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,loved,6
8233,THE DANCE OF DEATH,Charles Baudelaire,1821,Poems on the Supernatural,you,6
4086,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,black,6
4042,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,ride,6
9834,"EPILOGUE TO ""THE COUNTRY WIFE""",William Wycherley (1641-1715),1641,None,your,6
5552,TO MY DEAR AND LOVING HUSBAND,Anne Bradstreet (c.1612-1672),1612,Poems for Weddings,love,5
1721,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,your,5
6759,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,eyes,5
1838,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,boston,5
1836,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,sea,5
5159,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,who,5
1350,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,heard,5
961,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,eyes,5
3014,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,father,5
3013,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,brown,5
1374,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,them,5
9838,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,your,5
9837,"EPILOGUE TO ""THE COUNTRY WIFE""",William Wycherley (1641-1715),1641,None,may,5
1833,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,each,5
9836,SEGUIDILLA,José de Valdivielso,1565,None,mother,5
3093,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,said,5
9835,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,your,5
8767,BANNOCKBURN,Robert Burns (1759-1796),1759,Poems on War,wha,5
8035,TO A LADY WHO SPOKE SLIGHTINGLY OF POETS,Washington Allston (1779-1843),1779,Poems on Poetry,some,5
380,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,more,5
4921,CRADLE SONG,William Blake (1757-1827),1757,Poems on Children,little,5
9384,ALL THINGS ARE FULL OF GOD,John Stuart Blackie                    (1809-1895),1809,Religious Poems,god,5
1181,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,there,5
1060,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,dead,5
2782,THE ANSWER,Orrick Johns (1887-1946),1342,Love Poems,your,5
4078,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,our,5
1149,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,hath,5
9241,BATTLE OF FONTENOY,Bartholomew Dowling (1823-1863),1823,Poems on War,upon,5
4070,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,still,5
3742,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,sands,5
4056,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,mist,5
9238,BATTLE OF FONTENOY,Bartholomew Dowling (1823-1863),1823,Poems on War,today,5
4041,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,days,5
4040,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,three,5
4037,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,side,5
3792,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,like,5
4035,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,castle,5
4034,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,belton,5
4273,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,down,5
8929,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,famous,5
5670,CRADLE SONG,William Blake (1757-1827),1757,Poems on Children,little,5
3421,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,captain,5
3213,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,robber,5
2933,THE BALCONY,Charles Baudelaire,1820,Love Poems,those,5
396,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,their,5
7296,"JOHN ANDERSON, MY JO",Robert Burns (1759-1796),1759,Poems on Old Age,your,5
3324,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,one,5
2595,AFTERMATH,Guy Wetmore Carryl                    (1873-1904),1721,Love Poems,your,5
8868,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,what,5
4744,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,joy,5
1217,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,you,5
4680,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,touch,5
4668,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,through,5
4659,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,sea,5
3425,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,shore,5
4613,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,long,5
3431,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,yet,5
2842,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,your,5
411,"THE SACRIFICE OF IPHIGENIA (from ""Agamemnon"")",Aeschylus,525,Dramatic Poems,dire,5
3104,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,have,5
6099,"AND THOU ART DEAD, AS YOUNG AND FAIR",George Gordon (Lord)                    Byron (1788-1824),1788,Poems on Death,love,5
6102,"AND THOU ART DEAD, AS YOUNG AND FAIR",George Gordon (Lord)                    Byron (1788-1824),1788,Poems on Death,can,5
6553,A DEATH-SCENE,Emily Brontë (1818-1848),1818,Poems on Death,thee,4
9846,SEGUIDILLA,José de Valdivielso,1565,None,dear,4
9845,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,glory,4
9844,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,ive,4
9843,THE BIVOUAC OF THE DEAD,Theodore O'Hara (1820-1867),1800,None,oer,4
9842,SEGUIDILLA,José de Valdivielso,1565,None,trust,4
5213,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,him,4
9840,SEGUIDILLA,José de Valdivielso,1565,None,here,4
9839,SEGUIDILLA,José de Valdivielso,1565,None,hearts,4
8205,THE DANCE OF DEATH,Charles Baudelaire,1821,Poems on the Supernatural,every,4
6563,A DEATH-SCENE,Emily Brontë (1818-1848),1818,Poems on Death,thy,4
5188,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,way,4
5775,"LALILA, TO THE FERENGI LOVER",Laurence Hope,1865,Poems on Children,life,4
5178,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,into,4
5177,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,them,4
5777,"LALILA, TO THE FERENGI LOVER",Laurence Hope,1865,Poems on Children,have,4
9056,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Poems on War,oer,4
9062,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Poems on War,our,4
5168,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,like,4
9027,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Poems on War,their,4
1208,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,through,4
3735,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,fire,4
8418,THE FAIRIES,William Allingham (1824-1889),1824,Poems on the Supernatural,down,4
1409,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,leader,4
233,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,wake,4
8905,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,said,4
236,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,dreaming,4
8427,THE FAIRIES,William Allingham (1824-1889),1824,Poems on the Supernatural,folk,4
8909,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,twas,4
6855,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,there,4
1045,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,red,4
796,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Historical Poems,our,4
743,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Historical Poems,deep,4
5767,"LALILA, TO THE FERENGI LOVER",Laurence Hope,1865,Poems on Children,only,4
790,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Historical Poems,oer,4
6905,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,thy,4
3670,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,sea,4
3687,THE SWIMMERS,George Sterling (1869-1926),1869,Narrative Poems,man,4
761,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Historical Poems,their,4
5326,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,whose,4
9009,BATTLE OF THE BALTIC,Thomas Campbell (1777-1844),1777,Poems on War,deep,4
9847,HERMOCRATES TO EUPHORION,Aristaenetus,600,None,has,4
5156,I'LL TELL THEE EVERYTHING I CAN,Lewis Carroll (1832-1898),1832,Poems on Children,man,4
6823,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,thou,4
1118,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,head,4
4249,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,them,4
1196,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,still,4
7739,A FIT OF RHYME AGAINST RHYME,Ben Jonson (1572-1637),1572,Poems on Poetry,may,4
1206,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,have,4
9500,BY NIGHT WHEN OTHERS SOUNDLY SLEPT,Anne Bradstreet (c.1612-1672),1612,Religious Poems,him,4
1956,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,town,4
7658,A FIT OF RHYME AGAINST RHYME,Ben Jonson (1572-1637),1572,Poems on Poetry,did,4
1225,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,who,4
7376,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,age,4
1226,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,stood,4
4800,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,mine,4
7386,AN ACCOUNT OF THE GREATEST ENGLISH POETS,Joseph Addison (1672-1719),1672,Poems on Poetry,wit,4
1644,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,host,4
4519,AUTUMN,George Sterling (1869-1926),1869,Nature Poems,what,4
4641,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,goes,4
4652,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,come,4
4721,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,out,4
4669,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,them,4
4698,BY THE SHORE,Edward Carpenter (1844-1929),1844,Nature Poems,ages,4
7291,"JOHN ANDERSON, MY JO",Robert Burns (1759-1796),1759,Poems on Old Age,anderson,4
4914,CRADLE SONG,William Blake (1757-1827),1757,Poems on Children,sleep,4
1305,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,then,4
5028,FATHER WILLIAM,Lewis Carroll (1832-1898),1832,Poems on Children,father,4
1840,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,men,4
1853,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,what,4
8052,TO A LADY WHO SPOKE SLIGHTINGLY OF POETS,Washington Allston (1779-1843),1779,Poems on Poetry,their,4
8034,TO A LADY WHO SPOKE SLIGHTINGLY OF POETS,Washington Allston (1779-1843),1779,Poems on Poetry,while,4
2512,THE EMBARRASSING EPISODE OF LITTLE MISS MUFFET,Guy Wetmore Carryl                    (1873-1904),1832,Humorous Poems,this,4
1862,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,world,4
1135,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,harrington,4
5039,FATHER WILLIAM,Lewis Carroll (1832-1898),1832,Poems on Children,yet,4
5027,FATHER WILLIAM,Lewis Carroll (1832-1898),1832,Poems on Children,old,4
5887,OUR LITTLE GHOST,Louisa May Alcott (1832-1888),1832,Poems on Children,when,4
7944,TO A LADY WHO SPOKE SLIGHTINGLY OF POETS,Washington Allston (1779-1843),1779,Poems on Poetry,like,4
9253,BATTLE OF FONTENOY,Bartholomew Dowling (1823-1863),1823,Poems on War,god,4
4092,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,where,4
4110,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,till,4
4112,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,broke,4
1314,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,columns,4
1909,BOSTON,Ralph Waldo Emerson                    (1803-1882),1803,Historical Poems,shall,4
9296,BATTLE OF FONTENOY,Bartholomew Dowling (1823-1863),1823,Poems on War,their,4
1742,"THE BATTLE OF SALAMIS (from ""The Persians"")",Aeschylus,525,Historical Poems,ship,4
9841,SEGUIDILLA,José de Valdivielso,1565,None,ungrateful,4
6753,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,earth,4
5536,TO MY DEAR AND LOVING HUSBAND,Anne Bradstreet (c.1612-1672),1612,Poems for Weddings,ever,4
3435,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,maynard,4
3434,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,john,4
3418,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,hundred,4
3413,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,ship,4
204,THE DREAM CALLED LIFE,Pedro Calderón                    de la Barca (1600-1681),1600,Dramatic Poems,this,4
6778,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,light,4
3375,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,smoke,4
1430,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,him,4
3339,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,oer,4
6762,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,desolate,4
6760,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,like,4
8873,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,who,4
3202,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,this,4
980,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,out,4
3097,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,most,4
930,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,haste,4
6712,CHANCE MEETINGS,Conrad Aiken (1889-1973),1889,Poems on Loneliness,shadows,4
3063,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,sorter,4
3044,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,good,4
5663,CRADLE SONG,William Blake (1757-1827),1757,Poems on Children,sleep,4
1597,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,how,4
3031,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,one,4
3439,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,wheel,4
9637,THE DOUBTER'S PRAYER,Anne Bronte (1820-1849),1820,Religious Poems,heart,4
5494,TO CHLOE,William Cartwright                    (1611-1643),1611,Poems for Weddings,when,4
3460,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,voice,4
6794,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,hour,4
6813,THE DESOLATE CITY,Wilfrid Scawen Blunt                    (1840-1922),1840,Poems on Loneliness,soul,4
3473,JOHN MAYNARD,Horatio Alger (1832-1899),1832,Narrative Poems,flames,4
8888,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,great,4
8894,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,many,4
3127,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,worthy,3
4174,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,went,3
9303,BATTLE OF FONTENOY,Bartholomew Dowling (1823-1863),1823,Poems on War,then,3
4234,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,pain,3
6159,"AND THOU ART DEAD, AS YOUNG AND FAIR",George Gordon (Lord)                    Byron (1788-1824),1788,Poems on Death,have,3
4240,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,eyes,3
7815,POE'S COTTAGE AT FORDHAM,John Henry Boner (1845-1903),1845,Poems on Poetry,heaven,3
8744,BANNOCKBURN,Robert Burns (1759-1796),1759,Poems on War,scots,3
2831,BALADE,Geoffrey Chaucer (1342?-1400),1821,Love Poems,thou,3
3083,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,priest,3
9289,BATTLE OF FONTENOY,Bartholomew Dowling (1823-1863),1823,Poems on War,down,3
7800,POE'S COTTAGE AT FORDHAM,John Henry Boner (1845-1903),1845,Poems on Poetry,through,3
4267,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,brain,3
4270,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,fire,3
1192,THE BATTLE OF NEW ORLEANS,Thomas Dunn English (1819-1902),1819,Historical Poems,upon,3
4301,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,behind,3
3073,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,who,3
7768,POE'S COTTAGE AT FORDHAM,John Henry Boner (1845-1903),1845,Poems on Poetry,soul,3
4331,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,bound,3
970,THE BATTLE OF LEXINGTON,Sidney Lanier (1842-1881),1842,Historical Poems,thy,3
605,"SONG OF THE FURIES (from ""The Eumenides"")",Aeschylus,525,Dramatic Poems,earth,3
4145,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,weary,3
4094,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,ever,3
4075,THREE DAYS' RIDE,Stephen Vincent Benét,1898,Narrative Poems,hair,3
6062,"AND THOU ART DEAD, AS YOUNG AND FAIR",George Gordon (Lord)                    Byron (1788-1824),1788,Poems on Death,though,3
8838,THE BATTLE OF BLENHEIM,Robert Southey (1774-1843),1774,Poems on War,old,3
3196,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,winked,3
6061,"AND THOU ART DEAD, AS YOUNG AND FAIR",George Gordon (Lord)                    Byron (1788-1824),1788,Poems on Death,earth,3
3186,GENTLE ALICE BROWN,W.S. Gilbert (1836-1911),1836,Narrative Poems,pretty,3
